Player,Nation,POS,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Team
Cassius Mailula,RSA,MF,23,0.2,1.0,4.74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Charles Sharp,USA,FW,22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Kristijan Kahlina,CRO,GK,31,18.0,5.0,0.28,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charlotte FC
Andrew Privett,USA,DF,23,18.0,11.0,0.61,9.0,0.0,0.0,1.0,0.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,Charlotte FC
Ashley Westwood, ENG,MF,34,18.0,51.0,2.83,37.0,11.0,0.0,0.0,2.0,1.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0,Charlotte FC
Kerwin Vargas,COL,FW,22,15.7,37.0,2.36,25.0,2.0,3.0,3.0,3.0,1.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Charlotte FC
Adilson Malanda,FRA,DF,22,16.0,6.0,0.37,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,1.0,Charlotte FC
Nathan Byrne, ENG,DF,32,15.0,19.0,1.27,18.0,0.0,1.0,0.0,0.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Charlotte FC
Jere Uronen,FIN,DF,29,12.8,24.0,1.87,14.0,8.0,0.0,0.0,2.0,0.0,4.0,0.31,3.0,1.0,0.0,0.0,0.0,0.0,Charlotte FC
Patrick Agyemang,USA,FW,23,12.3,33.0,2.69,14.0,0.0,8.0,2.0,7.0,2.0,5.0,0.41,3.0,0.0,1.0,0.0,1.0,0.0,Charlotte FC
Djibril Diani,FRA,MF,26,11.0,27.0,2.44,19.0,0.0,2.0,1.0,2.0,3.0,3.0,0.27,2.0,0.0,0.0,0.0,1.0,0.0,Charlotte FC
Brecht Dejaegere,BEL,MF,33,9.6,21.0,2.2,18.0,1.0,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,Charlotte FC
Liel Abada,ISR,FW,22,6.4,16.0,2.48,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charlotte FC
Júnior Urso,BRA,MF,35,6.6,8.0,1.21,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Charlotte FC
Iuri Tavares,CPV,FW,23,6.4,9.0,1.4,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.16,0.0,0.0,0.0,1.0,0.0,0.0,Charlotte FC
Enzo Copetti,ARG,FW,28,5.5,15.0,2.73,10.0,0.0,3.0,1.0,0.0,1.0,1.0,0.18,0.0,0.0,1.0,0.0,0.0,0.0,Charlotte FC
Brandt Bronico,USA,MF,28,5.6,4.0,0.71,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Charlotte FC
João Pedro,BRA,DF,21,4.9,8.0,1.64,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charlotte FC
Nikola Petković,SRB,MF,21,4.7,14.0,2.98,12.0,0.0,1.0,1.0,0.0,0.0,1.0,0.21,0.0,0.0,1.0,0.0,0.0,0.0,Charlotte FC
Scott Arfield,CAN,MF,35,3.7,11.0,2.98,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charlotte FC
Jaylin Lindsey,USA,DF,24,3.3,6.0,1.82,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,Charlotte FC
Bill Tuiloma,NZL,DF,29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charlotte FC
Tyger Smalls,,FW,,2.0,8.0,3.93,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charlotte FC
Nimfasha Berchimas,USA,FW,16,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charlotte FC
Ben Bender,USA,MF,23,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charlotte FC
Kai Wagner,GER,DF,27,15.6,87.0,5.56,40.0,42.0,0.0,3.0,2.0,0.0,6.0,0.38,1.0,4.0,0.0,1.0,0.0,0.0,Philadelphia Union
Nathan Harriel,USA,DF,23,14.9,42.0,2.83,33.0,1.0,0.0,4.0,3.0,1.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Union
Quinn Sullivan,USA,MF,20,14.9,46.0,3.1,35.0,1.0,4.0,5.0,0.0,1.0,8.0,0.54,7.0,0.0,0.0,1.0,0.0,0.0,Philadelphia Union
Jack McGlynn,USA,MF,20,14.8,71.0,4.79,52.0,14.0,0.0,0.0,3.0,2.0,4.0,0.27,2.0,2.0,0.0,0.0,0.0,0.0,Philadelphia Union
Dániel Gazdag,HUN,MF,28,14.4,50.0,3.46,41.0,1.0,0.0,5.0,1.0,2.0,2.0,0.14,1.0,0.0,0.0,0.0,1.0,0.0,Philadelphia Union
Jakob Glesnes,NOR,DF,30,14.4,20.0,1.38,15.0,1.0,1.0,2.0,1.0,0.0,2.0,0.14,1.0,1.0,0.0,0.0,0.0,0.0,Philadelphia Union
Oliver Semmle,GER,GK,26,13.6,2.0,0.15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Union
Mikael Uhre,DEN,FW,29,11.9,24.0,2.02,16.0,0.0,0.0,4.0,4.0,0.0,4.0,0.34,2.0,0.0,0.0,2.0,0.0,0.0,Philadelphia Union
Jack Elliott, ENG,DF,28,11.3,9.0,0.79,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0,Philadelphia Union
Julián Carranza,ARG,FW,24,11.9,33.0,2.77,19.0,0.0,2.0,6.0,5.0,1.0,3.0,0.25,1.0,0.0,0.0,0.0,2.0,0.0,Philadelphia Union
José Andrés Martínez,VEN,MF,29,9.3,22.0,2.36,19.0,0.0,0.0,1.0,1.0,1.0,3.0,0.32,2.0,0.0,0.0,0.0,0.0,1.0,Philadelphia Union
Damion Lowe,JAM,DF,31,8.0,10.0,1.24,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Union
Alejandro Bedoya,USA,MF,37,10.4,33.0,3.17,30.0,1.0,1.0,1.0,0.0,0.0,4.0,0.38,4.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Union
Leon Flach,USA,MF,23,6.1,7.0,1.14,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Union
Olivier Mbaizo,CMR,DF,26,4.4,13.0,2.98,11.0,1.0,1.0,0.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Union
Andre Blake,JAM,GK,33,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Union
Jeremy Rafanello,USA,MF,24,2.3,5.0,2.16,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.43,0.0,0.0,0.0,1.0,0.0,0.0,Philadelphia Union
Jesús Daniel Bueno,VEN,MF,25,2.0,4.0,2.02,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Union
Markus Anderson,USA,MF,20,1.1,4.0,3.71,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.93,0.0,0.0,0.0,1.0,0.0,0.0,Philadelphia Union
Christopher Donovan,USA,MF,23,1.5,6.0,3.88,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Union
Thai Baribo,ISR,DF,26,0.3,1.0,3.46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Union
Alex Bono,USA,GK,30,18.0,6.0,0.33,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DC United
Lucas Bartlett,USA,DF,26,17.6,15.0,0.85,12.0,0.0,0.0,3.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,DC United
Jared Stroud,USA,FW,27,15.6,44.0,2.82,34.0,0.0,3.0,4.0,3.0,0.0,9.0,0.58,7.0,0.0,0.0,1.0,1.0,0.0,DC United
Mateusz Klich,POL,MF,34,16.6,94.0,5.66,53.0,34.0,1.0,2.0,2.0,2.0,9.0,0.54,6.0,3.0,0.0,0.0,0.0,0.0,DC United
Christian Benteke,BEL,FW,33,15.5,44.0,2.84,29.0,1.0,3.0,11.0,0.0,0.0,3.0,0.19,2.0,0.0,0.0,1.0,0.0,0.0,DC United
Aaron Herrera,GUA,DF,27,15.0,62.0,4.13,43.0,6.0,4.0,6.0,1.0,2.0,7.0,0.47,5.0,1.0,0.0,1.0,0.0,0.0,DC United
Cristián Dajome,COL,FW,30,14.1,31.0,2.2,20.0,0.0,2.0,5.0,4.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,DC United
Christopher McVey,SWE,DF,27,14.1,11.0,0.78,9.0,0.0,0.0,1.0,0.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,DC United
Matti Peltola,FIN,MF,21,12.5,18.0,1.45,15.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DC United
Jackson Hopkins,USA,MF,19,10.4,17.0,1.64,13.0,0.0,0.0,2.0,1.0,1.0,2.0,0.19,1.0,0.0,0.0,1.0,0.0,0.0,DC United
Theodore Ku-Dipietro,USA,MF,22,9.4,22.0,2.34,16.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DC United
Pedro Santos,POR,DF,36,8.2,31.0,3.77,17.0,10.0,1.0,2.0,1.0,0.0,4.0,0.49,2.0,2.0,0.0,0.0,0.0,0.0,DC United
Gabriel Pirani,BRA,MF,22,7.7,28.0,3.66,21.0,1.0,2.0,3.0,1.0,0.0,3.0,0.39,2.0,0.0,0.0,1.0,0.0,0.0,DC United
Conner Antley,USA,DF,29,4.8,5.0,1.04,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,DC United
Steve Birnbaum,USA,DF,33,3.8,4.0,1.04,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,DC United
Jacob Murrell,USA,FW,20,4.8,9.0,1.88,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DC United
Garrison Tubbs,USA,DF,22,2.6,1.0,0.39,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.39,0.0,0.0,0.0,0.0,1.0,0.0,DC United
Matai Akinmboni,USA,DF,17,2.4,1.0,0.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DC United
Kristian Fletcher,USA,FW,18,2.7,8.0,2.93,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DC United
Martín Rodríguez,CHI,MF,29,1.8,6.0,3.42,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DC United
Mohanad Jeahze,IRQ,MF,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DC United
Iván Angulo,COL,FW,25,15.5,41.0,2.64,34.0,0.0,4.0,1.0,1.0,1.0,4.0,0.26,3.0,0.0,0.0,1.0,0.0,0.0,Orlando City
Pedro Gallese,PER,GK,34,15.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orlando City
