Player,Nation,POS,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Team
Cristian Espinoza,ARG,FW,29,16.8,98.0,5.83,53.0,31.0,6.0,6.0,2.0,0.0,10.0,0.59,5.0,4.0,0.0,1.0,0.0,0.0,San Jose Earthquakes
Rodrigues,BRA,DF,26,16.0,16.0,1.0,12.0,0.0,1.0,2.0,0.0,1.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,San Jose Earthquakes
Jackson Yueill,USA,MF,27,14.3,29.0,2.03,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,San Jose Earthquakes
Jeremy Ebobisse,USA,FW,27,12.2,34.0,2.79,26.0,0.0,0.0,6.0,2.0,0.0,5.0,0.41,1.0,0.0,0.0,3.0,1.0,0.0,San Jose Earthquakes
William Yarbrough,USA,GK,35,13.0,7.0,0.54,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Jose Earthquakes
Vitor Costa,BRA,DF,29,12.6,23.0,1.82,17.0,3.0,1.0,1.0,0.0,1.0,5.0,0.4,3.0,0.0,1.0,1.0,0.0,0.0,San Jose Earthquakes
Carlos Akapo,EQG,DF,31,11.8,24.0,2.03,18.0,2.0,0.0,0.0,1.0,3.0,4.0,0.34,3.0,1.0,0.0,0.0,0.0,0.0,San Jose Earthquakes
Carlos Gruezo,ECU,MF,29,11.2,11.0,0.98,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,San Jose Earthquakes
Amahl Pellegrino,NOR,FW,33,10.5,23.0,2.19,17.0,0.0,3.0,2.0,1.0,0.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,San Jose Earthquakes
Bruno Wilson,POR,DF,27,9.6,6.0,0.63,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,San Jose Earthquakes
Niko Tsakiris,USA,MF,18,8.3,14.0,1.69,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Jose Earthquakes
Paul Marie,FRA,DF,29,8.0,13.0,1.63,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Jose Earthquakes
Tanner Beason,USA,DF,27,8.3,7.0,0.85,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Jose Earthquakes
Hernán López Muñoz,ARG,MF,23,6.2,30.0,4.82,20.0,2.0,1.0,1.0,4.0,2.0,2.0,0.32,1.0,0.0,0.0,0.0,0.0,1.0,San Jose Earthquakes
Benjamin Kikanovic,USA,FW,24,6.1,13.0,2.14,9.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Jose Earthquakes
Jack Skahan,USA,MF,26,5.0,23.0,4.61,17.0,1.0,3.0,2.0,0.0,0.0,4.0,0.8,2.0,0.0,1.0,1.0,0.0,0.0,San Jose Earthquakes
Preston Judd,USA,FW,25,4.9,7.0,1.43,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,San Jose Earthquakes
Alfredo Morales,USA,MF,34,4.2,8.0,1.93,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Jose Earthquakes
Daniel,BRA,GK,30,4.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Jose Earthquakes
Daniel Munie,USA,DF,24,1.9,2.0,1.07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Jose Earthquakes
Ousseni Bouda,BFA,FW,24,0.8,2.0,2.61,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Jose Earthquakes
Jamar Ricketts,USA,MF,22,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Jose Earthquakes
Tommy Thompson,USA,DF,28,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Jose Earthquakes
Michael Baldisimo,PHI,MF,24,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Jose Earthquakes
Nemanja Radoja,SRB,MF,31,16.7,28.0,1.68,26.0,0.0,0.0,1.0,0.0,1.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Sporting Kansas City
Tim Melia,USA,GK,38,16.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting Kansas City
Jake Davis,USA,DF,22,15.9,32.0,2.01,28.0,3.0,0.0,0.0,0.0,1.0,5.0,0.31,4.0,0.0,0.0,0.0,0.0,1.0,Sporting Kansas City
Dániel Sallói,HUN,FW,27,14.9,41.0,2.76,26.0,8.0,3.0,3.0,1.0,0.0,5.0,0.34,4.0,0.0,0.0,1.0,0.0,0.0,Sporting Kansas City
Erik Thommy,GER,MF,29,13.7,45.0,3.29,32.0,1.0,3.0,3.0,6.0,0.0,5.0,0.37,4.0,0.0,1.0,0.0,0.0,0.0,Sporting Kansas City
Tim Leibold,GER,DF,30,14.0,24.0,1.72,20.0,0.0,0.0,2.0,1.0,1.0,2.0,0.14,1.0,0.0,0.0,0.0,0.0,1.0,Sporting Kansas City
Alan Pulido,MEX,FW,33,13.3,35.0,2.63,28.0,0.0,0.0,4.0,1.0,2.0,6.0,0.45,5.0,0.0,0.0,1.0,0.0,0.0,Sporting Kansas City
Daniel Rosero,COL,DF,30,12.8,4.0,0.31,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting Kansas City
Andreu Fontàs,ESP,DF,34,12.0,15.0,1.25,14.0,0.0,0.0,0.0,0.0,1.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,Sporting Kansas City
Memo Rodriguez,USA,MF,28,10.0,36.0,3.59,20.0,8.0,2.0,2.0,2.0,2.0,3.0,0.3,1.0,2.0,0.0,0.0,0.0,0.0,Sporting Kansas City
Johnny Russell, SCO,FW,34,10.4,34.0,3.27,16.0,7.0,3.0,1.0,7.0,0.0,4.0,0.39,2.0,1.0,0.0,0.0,1.0,0.0,Sporting Kansas City
William Agada,NGA,FW,24,8.9,22.0,2.48,19.0,0.0,0.0,3.0,0.0,0.0,3.0,0.34,2.0,0.0,0.0,1.0,0.0,0.0,Sporting Kansas City
Rémi Walter,FRA,MF,29,8.0,21.0,2.63,11.0,7.0,0.0,1.0,1.0,1.0,3.0,0.38,1.0,2.0,0.0,0.0,0.0,0.0,Sporting Kansas City
Robert Voloder,BIH,DF,23,6.2,2.0,0.32,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,Sporting Kansas City
Robert Castellanos,USA,DF,26,5.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting Kansas City
Zorhan Bassong,CAN,DF,25,4.0,12.0,2.98,9.0,1.0,0.0,0.0,2.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,Sporting Kansas City
Alenis Vargas,HON,FW,20,2.9,10.0,3.49,6.0,0.0,3.0,0.0,1.0,0.0,1.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,Sporting Kansas City
Felipe Hernandez,USA,MF,26,4.2,4.0,0.95,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting Kansas City
Khiry Shelton,USA,DF,30,2.7,6.0,2.27,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.76,2.0,0.0,0.0,0.0,0.0,0.0,Sporting Kansas City
John Pulskamp,USA,GK,23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting Kansas City
Marinos Tzionis,CYP,FW,22,1.9,6.0,3.14,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting Kansas City
Stephen Afrifa,CAN,FW,23,1.8,5.0,2.71,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.54,1.0,0.0,0.0,0.0,0.0,0.0,Sporting Kansas City
Kayden Pierre,USA,DF,21,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting Kansas City
